SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,service_count,avg_charge_per_service,monthly_to_total_ratio,is_automatic_payment,charges_diff,is_month_to_month,senior_x_month_to_month,tenure_x_contract,tenure_x_dependents,tenure_x_partner,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customerID
0,13,49.95,587.45,0,2,16.650000000000002,0.0848840173336732,0,-61.89999999999998,1,0,13,13,13,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9763-GRSKD
0,16,18.95,326.8,0,1,9.475,0.05780964002440512,1,23.600000000000023,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,7469-LKBCI
0,58,100.35,5681.1,0,5,16.724999999999998,0.017660724028088205,1,-139.1999999999989,0,0,0,0,58,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,8091-TTVAX
0,49,103.7,5036.3,1,6,14.814285714285715,0.020586425267504416,1,-45.0,1,0,49,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0280-XJGEX
0,25,105.5,2686.05,0,6,15.071428571428571,0.03926238812080162,0,48.55000000000018,1,0,25,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,5129-JLPIS
0,69,113.25,7895.15,0,8,12.583333333333334,0.014342432704545887,1,80.89999999999964,0,0,0,69,69,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,3655-SNQYZ
0,52,20.65,1022.95,0,1,10.325,0.020167000341813564,0,-50.84999999999991,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,8191-XWSZG
0,71,106.7,7382.25,0,6,15.242857142857144,0.01445163037957539,1,-193.44999999999982,0,0,0,71,0,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,9959-WOFKT
0,10,55.2,528.35,1,3,13.8,0.10427883253046188,1,-23.649999999999977,1,0,10,10,10,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,4190-MFLUW
0,21,90.05,1862.9,0,4,18.009999999999998,0.04831267771876173,0,-28.149999999999864,1,0,21,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,4183-MYFRB
1,1,39.65,39.65,1,2,13.216666666666667,0.97539975399754,0,0.0,1,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,8779-QRDMV
0,12,19.8,202.25,0,1,9.9,0.0974169741697417,1,-35.35000000000002,0,0,0,0,12,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,1680-VDCWW
0,1,20.15,20.15,1,1,10.075,0.9527186761229315,0,0.0,1,0,1,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,1066-JKSGK
0,58,59.9,3505.1,0,4,11.98,0.017084509854254016,1,30.90000000000009,0,0,0,0,58,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,3638-WEABW
0,49,59.6,2970.3,0,4,11.92,0.020058560226163633,1,49.90000000000009,1,0,49,49,49,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,6322-HRPFA
0,30,55.3,1530.6,0,3,13.825,0.03610603290676417,1,-128.4000000000001,1,0,30,0,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6865-JZNKO
0,47,99.35,4749.15,1,5,16.558333333333334,0.020915128995926444,0,79.69999999999982,1,0,47,47,47,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,6467-CHFZW
0,1,30.2,30.2,1,1,15.1,0.967948717948718,0,0.0,1,0,1,1,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8665-UTDHZ
0,72,90.25,6369.45,0,8,10.027777777777779,0.014166974075614753,1,-128.55000000000018,0,0,0,0,72,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,5248-YGIJN
0,17,64.7,1093.1,1,3,16.175,0.05913536239831826,0,-6.800000000000182,1,0,17,17,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,8773-HHUOZ
1,71,96.35,6766.95,0,6,13.764285714285714,0.014236216284103754,1,-73.89999999999964,0,0,0,0,71,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,3841-NFECX
1,2,95.5,181.65,0,4,19.1,0.5228579249931563,1,-9.349999999999994,1,1,2,0,2,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,4929-XIHVW
0,27,66.15,1874.45,0,5,11.025,0.03527153483164041,0,88.39999999999986,0,0,0,27,27,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,6827-IEAUQ
0,1,20.2,20.2,0,1,10.1,0.9528301886792453,1,0.0,1,0,1,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,7310-EGVHZ
1,1,45.25,45.25,0,1,22.625,0.9783783783783784,1,0.0,1,1,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3413-BMNZE
0,72,99.9,7251.7,0,6,14.271428571428572,0.013774180649964841,1,58.899999999999636,0,0,0,72,72,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,6234-RAAPL
0,5,69.7,316.9,1,1,34.85,0.21925133689839574,0,-31.600000000000023,1,0,5,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6047-YHPVI
0,46,74.8,3548.3,0,2,24.933333333333334,0.021074578085819737,1,107.50000000000045,1,0,46,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,6572-ADKRS
0,34,106.35,3549.25,1,6,15.192857142857141,0.02995563692697697,0,-66.64999999999964,1,0,34,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,5380-WJKOV
0,11,97.85,1105.4,1,5,16.308333333333334,0.08843998553868401,1,29.050000000000182,1,0,11,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,8168-UQWWF
0,10,49.55,475.7,0,2,16.516666666666666,0.1039437801552339,0,-19.80000000000001,0,0,0,10,10,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8865-TNMNX
0,70,69.2,4872.35,0,5,11.533333333333333,0.01419967783967907,1,28.350000000000364,0,0,0,70,70,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,9489-DEDVP
0,17,20.75,418.25,0,1,10.375,0.04949314251639833,0,65.5,0,0,0,17,17,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,9867-JCZSP
0,63,79.85,4861.45,0,7,9.98125,0.016421762691647215,1,-169.09999999999945,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,4671-VJLCL
0,13,76.2,981.45,0,6,10.885714285714286,0.07756119904320831,0,-9.149999999999977,1,0,13,0,13,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,4080-IIARD
0,49,84.5,3906.7,0,3,21.125,0.021623973181155155,0,-233.80000000000018,1,0,49,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3714-NTNFO
0,2,49.25,97.0,0,2,16.416666666666668,0.5025510204081632,0,-1.5,1,0,2,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5948-UJZLF
0,2,80.65,144.15,1,2,26.883333333333336,0.555632104719256,0,-17.150000000000006,1,0,2,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,7760-OYPDY
0,52,79.75,4217.8,0,6,11.392857142857142,0.01890347966246326,1,70.80000000000018,0,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,7639-LIAYI
0,69,64.15,4254.1,0,5,10.691666666666668,0.015076026415360391,1,-172.25,0,0,0,69,69,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,2954-PIBKO
1,43,90.25,3838.75,0,4,18.05,0.023504134383748942,0,-42.0,1,1,43,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,8012-SOUDQ
0,15,99.1,1426.4,1,5,16.516666666666666,0.06942693008266777,1,-60.09999999999991,1,0,15,0,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,9420-LOJKX
1,25,69.5,1752.65,0,5,11.583333333333334,0.039631625466883355,1,15.150000000000091,1,1,25,0,25,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,6575-SUVOI
1,8,80.65,633.3,1,3,20.1625,0.12714803720636925,1,-11.900000000000091,1,1,8,0,8,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7495-OOKFY
1,60,74.85,4456.35,0,6,10.692857142857141,0.01679248881061617,1,-34.649999999999636,0,0,0,60,60,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,4667-QONEA
1,18,95.45,1752.55,1,4,19.09,0.05443243705625731,0,34.44999999999982,1,1,18,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1658-BYGOY
0,63,99.65,6311.2,0,5,16.608333333333334,0.01578688888184785,1,33.24999999999909,0,0,0,63,63,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,8769-KKTPH
1,66,108.45,7076.35,0,7,13.55625,0.0153235321130084,0,-81.34999999999945,0,0,0,66,66,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,5067-XJQFU
0,34,24.95,894.3,0,2,8.316666666666666,0.02786775382553334,1,46.0,0,0,0,34,34,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,3957-SQXML
0,72,107.5,7853.7,0,6,15.357142857142858,0.013686073306428,1,113.69999999999982,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,5954-BDFSG
0,47,100.5,4707.1,0,5,16.75,0.021346190607676133,0,-16.399999999999636,1,0,47,0,47,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0434-CSFON
0,60,89.9,5450.7,0,4,17.98,0.01649026909037548,1,56.69999999999982,1,0,60,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1215-FIGMP
0,72,42.1,2962.0,0,3,10.525,0.01420857239284509,1,-69.20000000000027,0,0,0,0,72,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0526-SXDJP
0,18,54.4,957.1,0,3,13.6,0.056779041853668714,1,-22.09999999999991,0,0,0,18,18,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0557-ASKVU
0,9,94.4,857.25,1,4,18.880000000000003,0.10999126128750365,0,7.649999999999977,1,0,9,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,5698-BQJOH
0,3,75.3,244.1,0,5,12.549999999999999,0.3072215422276622,0,18.200000000000017,1,0,3,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,5122-CYFXA
0,47,78.9,3650.35,0,3,19.725,0.02160844619113479,0,-57.95000000000027,0,0,0,0,47,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8627-ZYGSZ
0,31,79.2,2497.2,0,6,11.314285714285715,0.03170282603474502,0,41.999999999999545,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,3410-YOQBQ
0,50,20.15,930.9,0,1,10.075,0.021622491683657045,1,-76.59999999999991,0,0,0,50,50,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,3170-NMYVV
0,10,79.85,887.35,0,3,19.9625,0.08988574323183429,0,88.85000000000002,1,0,10,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,7410-OIEDU
0,1,49.05,49.05,0,2,16.349999999999998,0.98001998001998,0,0.0,1,0,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2273-QCKXA
0,52,20.4,1090.65,0,1,10.2,0.01868730820317867,0,29.850000000000136,0,0,0,52,52,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0731-EBJQB
1,64,111.6,7099.0,0,7,13.95,0.015718309859154928,1,-43.399999999999636,0,0,0,64,64,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1891-QRQSA
0,62,24.25,1424.6,0,2,8.083333333333334,0.01701038159371493,1,-78.90000000000009,0,0,0,62,62,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,8028-PNXHQ
0,3,64.5,177.4,0,4,12.9,0.3615470852017937,1,-16.099999999999994,1,0,3,3,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,5630-AHZIL
1,56,110.5,6139.5,0,7,13.8125,0.017995277257552317,0,-48.5,0,0,0,0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,2673-CXQEU
0,46,55.65,2688.85,0,2,18.55,0.02068888599736045,1,128.94999999999982,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,6416-JNVRK
0,8,54.65,482.25,0,3,13.6625,0.11308846352819452,0,45.05000000000001,1,0,8,8,8,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5590-ZSKRV
1,30,74.75,2111.3,0,5,12.458333333333334,0.03538796572456564,0,-131.19999999999982,1,1,30,0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0191-ZHSKZ
0,45,25.9,1216.6,0,2,8.633333333333333,0.021271353482260183,1,51.09999999999991,0,0,0,45,45,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,3887-PBQAO
0,1,79.35,79.35,1,2,26.45,0.9875544492843809,0,0.0,1,0,1,1,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,5919-TMRGD
0,11,50.55,565.35,0,3,12.6375,0.0892557605720844,0,9.300000000000068,1,0,11,11,11,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,8108-UXRQN
0,7,75.15,496.9,1,2,25.05,0.15093392247439247,1,-29.15000000000009,1,0,7,0,7,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9191-MYQKX
0,42,103.8,4327.5,0,6,14.828571428571427,0.02398059373917061,1,-32.099999999999454,1,0,42,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,9919-YLNNG
0,49,20.15,973.35,0,1,10.075,0.02068045363575717,1,-13.999999999999886,0,0,0,0,49,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0318-ZOPWS
0,9,99.3,918.75,0,5,16.55,0.10796412068496875,1,25.050000000000068,1,0,9,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,4445-ZJNMU
0,35,62.15,2215.45,0,3,15.5375,0.028040334769563944,1,40.19999999999982,0,0,0,0,35,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,4808-YNLEU
0,48,20.65,1057.0,0,1,10.325,0.0195179584120983,1,65.80000000000007,0,0,0,48,48,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,1862-QRWPE
0,46,19.95,927.1,0,1,9.975,0.02149552849908415,0,9.400000000000091,0,0,0,46,46,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,2796-NNUFI
0,29,33.75,1009.25,0,1,16.875,0.0334075723830735,0,30.5,1,0,29,0,29,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3016-KSVCP
0,30,82.05,2570.2,0,3,20.5125,0.031911169881767266,1,108.69999999999982,1,0,30,30,30,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4767-HZZHQ
1,1,74.7,74.7,0,2,24.900000000000002,0.9867899603698811,0,0.0,1,1,1,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2424-WVHPL
0,66,84.0,5714.25,0,7,10.5,0.014697519793534841,0,170.25,0,0,0,66,66,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,7233-PAHHL
0,65,111.05,7107.0,0,7,13.88125,0.015623241418120427,1,-111.25,1,0,65,0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,6067-NGCEU
0,72,100.9,7459.05,0,6,14.414285714285715,0.013525378516229784,1,194.25,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,9848-JQJTX
0,12,78.95,927.35,1,3,19.7375,0.0850433564927021,0,-20.050000000000068,1,0,12,0,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,8637-XJIVR
0,71,66.85,4748.7,0,5,11.141666666666666,0.014074573130934584,1,2.350000000000364,0,0,0,71,71,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,9803-FTJCG
0,5,21.05,113.85,1,1,10.525,0.18328254244666958,0,8.599999999999994,1,0,5,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0278-YXOOG
0,52,21.0,1107.2,0,1,10.5,0.018949648077964266,1,15.200000000000045,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,3212-KXOCR
1,25,98.5,2514.5,1,5,16.416666666666668,0.03915722520373683,0,52.0,1,1,25,0,25,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,4598-XLKNJ
0,1,20.2,20.2,0,1,10.1,0.9528301886792453,0,0.0,1,0,1,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,6380-ARCEH
0,1,19.45,19.45,0,1,9.725,0.9511002444987775,0,0.0,1,0,1,1,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,3679-XASPY
0,38,95.0,3605.6,0,5,15.833333333333334,0.026340597792935176,1,-4.400000000000091,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,7123-WQUHX
1,66,45.55,3027.25,0,3,11.3875,0.015041690745480061,1,20.950000000000273,0,0,0,0,66,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,5386-THSLQ
0,68,110.0,7611.85,1,7,13.75,0.014449253564696531,1,131.85000000000036,0,0,0,0,68,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,3192-NQECA
0,5,24.3,100.2,0,0,24.3,0.24011857707509882,0,-21.299999999999997,1,0,5,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6180-YBIQI
0,72,104.15,7303.05,0,6,14.87857142857143,0.014259212354789467,0,-195.75,0,0,0,72,72,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,6728-DKUCO
0,32,30.15,927.65,0,1,15.075,0.0324664836052334,0,-37.14999999999998,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9750-BOOHV
0,43,94.35,3921.3,0,4,18.869999999999997,0.024054763786553805,0,-135.74999999999955,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,8597-CWYHH
0,72,19.4,1363.25,0,1,9.7,0.014220267546270845,1,-33.549999999999955,0,0,0,72,72,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,2848-YXSMW
0,55,96.75,5238.9,1,5,16.125,0.018464092826198975,0,-82.35000000000036,1,0,55,0,55,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0486-HECZI
0,52,57.95,3042.25,0,4,11.59,0.019042142446397767,1,28.84999999999991,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,4549-ZDQYY
0,43,91.65,3954.1,0,4,18.330000000000002,0.02317261257616748,0,13.149999999999636,1,0,43,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,5712-AHQNN
1,37,76.5,2868.15,1,2,25.5,0.026662948957008173,0,37.65000000000009,1,1,37,0,37,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4846-WHAFZ
0,64,54.6,3423.5,0,4,10.92,0.015943933420937365,0,-70.90000000000009,0,0,0,64,64,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,5256-SKJGO
0,3,89.85,248.4,0,4,17.97,0.3602646351242983,0,-21.14999999999995,1,0,3,3,3,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3071-VBYPO
0,36,31.05,1126.35,0,1,15.525,0.02754246684703065,1,8.549999999999955,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9560-BBZXK
